-9,4,4.789
-8.9697,4,4.789
-8.9394,4,4.789
-8.9091,4,4.7889
-8.8788,4,4.7889
-8.8485,4,4.7889
-8.8182,4,4.7889
-8.7879,4,4.7889
-8.7576,4,4.7889
-8.7273,4,4.7889
-8.697,4,4.7889
-8.6667,4,4.7889
-8.6364,4,4.7889
-8.6061,4,4.7889
-8.5758,4,4.7889
-8.5455,4,4.7889
-8.5152,4,4.7889
-8.4848,4,4.7889
-8.4545,4,4.7889
-8.4242,4,4.7889
-8.3939,4,4.7889
-8.3636,4,4.7889
-8.3333,4,4.7889
-8.303,4,4.7889
-8.2727,4,4.7889
-8.2424,4,4.7889
-8.2121,4,4.7889
-8.1818,4,4.7889
-8.1515,4,4.7889
-8.1212,4,4.7889
-8.0909,4,4.7889
-8.0606,4,4.7889
-8.0303,4,4.7889
-8,4,4.7889
-7.9697,4,4.7889
-7.9394,4,4.7889
-7.9091,4,4.7889
-7.8788,4,4.7889
-7.8485,4,4.7888
-7.8182,4,4.7888
-7.7879,4,4.7888
-7.7576,4,4.7888
-7.7273,4,4.7888
-7.697,4,4.7888
-7.6667,4,4.7888
-7.6364,4,4.7888
-7.6061,4,4.7888
-7.5758,4,4.7888
-7.5455,4,4.7887
-7.5152,4,4.7887
-7.4848,4,4.7887
-7.4545,4,4.7887
-7.4242,4,4.7887
-7.3939,4,4.7886
-7.3636,4,4.7886
-7.3333,4,4.7886
-7.303,4,4.7886
-7.2727,4,4.7885
-7.2424,4,4.7885
-7.2121,4,4.7885
-7.1818,4,4.7884
-7.1515,4,4.7884
-7.1212,4,4.7884
-7.0909,4,4.7883
-7.0606,4,4.7883
-7.0303,4,4.7882
-7,4,4.7882
-6.9697,4,4.7881
-6.9394,4,4.7881
-6.9091,4,4.788
-6.8788,4,4.7879
-6.8485,4,4.7878
-6.8182,4,4.7878
-6.7879,4,4.7877
-6.7576,4,4.7876
-6.7273,4,4.7875
-6.697,4,4.7874
-6.6667,4,4.7873
-6.6364,4,4.7871
-6.6061,4,4.787
-6.5758,4,4.7869
-6.5455,4,4.7867
-6.5152,4,4.7866
-6.4848,4,4.7864
-6.4545,4,4.7862
-6.4242,4,4.786
-6.3939,4,4.7858
-6.3636,4,4.7856
-6.3333,4,4.7853
-6.303,4,4.7851
-6.2727,4,4.7848
-6.2424,4,4.7845
-6.2121,4,4.7841
-6.1818,4,4.7838
-6.1515,4,4.7834
-6.1212,4,4.783
-6.0909,4,4.7826
-6.0606,4,4.7821
-6.0303,4,4.7817
-6,4,4.7811
-9,4.0707,4.7889
-8.9697,4.0707,4.7889
-8.9394,4.0707,4.7889
-8.9091,4.0707,4.7889
-8.8788,4.0707,4.7889
-8.8485,4.0707,4.7889
-8.8182,4.0707,4.7889
-8.7879,4.0707,4.7889
-8.7576,4.0707,4.7889
-8.7273,4.0707,4.7889
-8.697,4.0707,4.7889
-8.6667,4.0707,4.7888
-8.6364,4.0707,4.7888
-8.6061,4.0707,4.7888
-8.5758,4.0707,4.7888
-8.5455,4.0707,4.7888
-8.5152,4.0707,4.7888
-8.4848,4.0707,4.7888
-8.4545,4.0707,4.7888
-8.4242,4.0707,4.7888
-8.3939,4.0707,4.7888
-8.3636,4.0707,4.7888
-8.3333,4.0707,4.7888
-8.303,4.0707,4.7888
-8.2727,4.0707,4.7888
-8.2424,4.0707,4.7888
